愛のシュプリーム！,DX,MAS,12.6,-
VOLT,DX,MAS,13,13.4
tiny tales continue,DX,MAS,13+,13.9
ouroboros -twin stroke of the end-,DX,MAS,14,14.4
ouroboros -twin stroke of the end-,DX,EXP,12,12.5
御旗のもとに,DX,MAS,13,13
IF:U,DX,MAS,14+,14.7
IF:U,DX,EXP,12+,12.8
カーニバルハッピー,DX,MAS,13,13.5
つづみぐさ,DX,MAS,13,13.3
サイバーサンダーサイダー,DX,MAS,13+,13.6
おくすり飲んで寝よう,DX,MAS,12+,12.8
Cider P@rty,DX,MAS,13,13.5
勦滅,DX,MAS,14,14.2
Lunatic Vibes,DX,MAS,13+,13.8
Bloody Trail,DX,MAS,14,14.5
Bloody Trail,DX,EXP,12+,12.8
バラバラ〜仮初レインボーローズ〜,DX,MAS,12+,12.7
新人類,DX,MAS,13+,13.7
ザムザ,DX,MAS,12+,12.9
バカ通信,DX,MAS,13+,13.7
ライアーダンサー,DX,MAS,13,13.2
LOSTPHANTASIA,DX,MAS,12+,12.7
Bad Apple!! feat.nomico (Tetsuya Komuro Remix),DX,MAS,13,13.1
INFiNiTE ENERZY -Overdoze-,DX,MAS,14,14
INFiNiTE ENERZY -Overdoze-,DX,EXP,13,13
Re:Unknown X,DX,MAS,14+,14.6
Re:Unknown X,DX,EXP,12,12.5
炎歌 -ほむらうた-,DX,MAS,13,13
sweet little sister,DX,MAS,13,13.4
RE:INCARNATED DRAGNER,DX,MAS,13+,13.8
Beginning together!,DX,MAS,13+,13.7
Shining Ray ～僕らの絆～,DX,MAS,13,13.3
DEVOTION,DX,MAS,14,14.3
Make Up Your World feat. キョンシーのCiちゃん & らっぷびと,DX,MAS,13,13.4
BOOM! BOOM!! BOOM!!!,DX,MAS,13+,13.6
Everybody Say HARDCORE TANO*C,DX,MAS,13,13.5
ミラクルポップ☆アドベンチャー!!!!!,DX,MAS,14,14.2
ミラクルポップ☆アドベンチャー!!!!!,DX,EXP,12,12.5
Trust,DX,MAS,13+,13.6
QUATTUORUX,DX,MAS,14,14.5
QUATTUORUX,DX,EXP,13,13
ラヴィ,DX,MAS,13,13.2
スティールユー,DX,MAS,13,13.1
オシオキGIMMICK!!,DX,MAS,12+,12.9
華の集落、秋のお届け,STD,MAS,13+,13.9
華の集落、秋のお届け,STD,EXP,12,12.5
Geranium,DX,MAS,13+,13.7
The Cursed Doll,DX,MAS,13,13.5
RondeauX of RagnaroQ,DX,MAS,14,14.5
RondeauX of RagnaroQ,DX,EXP,12,12.5
ℝ∈Χ LUNATiCA,DX,MAS,14+,14.8
ℝ∈Χ LUNATiCA,DX,EXP,12+,-
偉大なる悪魔は実は大天使パトラちゃん様なのだ！,DX,MAS,13+,13.8
シュガーホリック,DX,MAS,13,-
トンデモワンダーズ,DX,MAS,13.6,13.6
幻想のサテライト,DX,MAS,13.6,13.5
Scream out! -maimai SONIC WASHER Edit-,DX,MAS,13.6,-
HANIPAGANDA,DX,MAS,13.6,13.6
Halcyon,DX,MAS,13.6,13.5
Define,DX,MAS,13.6,-
CHOCOLATE BOMB!!!!,DX,MAS,13.6,13.7
Limits,DX,MAS,13.6,-
ピリオドサイン,DX,MAS,13.6,13.5
AMAZING MIGHTYYYY!!!!,STD,EXP,13.6,13.6
BAD∞END∞NIGHT,STD,MAS,13.6,-
Signature,STD,MAS,13.6,13.6
魔法少女とチョコレゐト,DX,MAS,13.5,13.5
Grip & Break down !!,DX,MAS,13.5,13.4
ナイト・オブ・ナイツ,DX,MAS,13.5,13.5
患部で止まってすぐ溶ける～狂気の優曇華院,DX,MAS,13.5,13.5
Calamity Fortune,DX,MAS,13.5,13.6
トランスダンスアナーキー,DX,MAS,13.5,13.5
神々が恋した幻想郷,DX,MAS,13.5,13.5
スカーレット警察のゲットーパトロール２４時,DX,MAS,13.5,13.5
conflict,DX,MAS,13.5,13.5
ENERGY SYNERGY MATRIX,DX,MAS,13.5,-
Rush-More,DX,MAS,13.5,13.5
INTERNET OVERDOSE,DX,MAS,13.5,13.5
Sunday Night feat Kanata.N,DX,MAS,13.5,13.5
ULTRA POWER,DX,MAS,13.5,13.5
We Are Us,DX,MAS,13.5,13.5
テリトリーバトル,DX,MAS,13.5,13.6
ツクヨミステップ,DX,MAS,13.5,13.5
Transcend Lights,DX,MAS,13.5,13.5
バーチャルダム　ネーション,DX,MAS,13.5,13.6
Now or Never,DX,MAS,13.5,-
Jörqer,DX,MAS,13.5,-
噛み係,DX,MAS,13.5,-
パーフェクション,DX,MAS,13.5,-
隠密あんみつDX,DX,MAS,13.5,13.5
Mystic Parade,DX,MAS,13.5,13.5
廻廻奇譚,DX,ReMAS,13.5,-
うまぴょい伝説,DX,ReMAS,13.5,13.5
ロウワー,DX,ReMAS,13.5,13.5
Link_M,STD,ReMAS,13.5,-
air's gravity,STD,ReMAS,13.5,-
Danza zandA,STD,ReMAS,13.5,-
D✪N’T ST✪P R✪CKIN’,STD,ReMAS,13.5,-
チューリングの跡,DX,EXP,13.5,13.5
ロストワンの号哭,STD,MAS,13.5,13.6
ありふれたせかいせいふく,STD,MAS,13.5,-
ECHO,STD,MAS,13.5,13.5
Magical Sound Shower,STD,MAS,13.5,13.4
EVERGREEN,STD,MAS,13.5,13.5
記憶、記録,STD,MAS,13.5,13.6
タカハせ！名人マン,STD,MAS,13.5,13.5
FEEL the BEATS,STD,MAS,13.5,13.6
アージェントシンメトリー,STD,MAS,13.5,13.5
相思創愛,STD,MAS,13.5,-
咲キ誇レ常世ノ華,STD,MAS,13.5,-
インドア系ならトラックメイカー,DX,MAS,13.4,-
ヒトガタ,DX,MAS,13.4,13.4
残響散歌,DX,MAS,13.4,13.4
ヒバリ,DX,MAS,13.4,13.4
アンダーキッズ,DX,MAS,13.4,13.4
セツナトリップ,DX,MAS,13.4,-
骸骨楽団とリリア,DX,MAS,13.4,13.4
絶え間なく藍色,DX,MAS,13.4,13.4
春嵐,DX,MAS,13.4,13.4
1000年生きてる,DX,MAS,13.4,13.4
ケロ⑨destiny,DX,MAS,13.4,13.4
響縁,DX,MAS,13.4,13.4
ソリッド,DX,MAS,13.4,-
物凄いヴァイブスで魔理沙が物凄いラップ,DX,MAS,13.4,-
ロストワードクロニカル,DX,MAS,13.4,-
インターネットサバイバー,DX,MAS,13.4,13.4
ベースラインやってる？笑,DX,MAS,13.4,13.4
ばかみたい【Taxi Driver Edition】,DX,MAS,13.4,-
with U,DX,MAS,13.4,13.4
Love kills U,DX,MAS,13.4,-
BOKUTO,DX,MAS,13.4,13.4
Splash Dance!!,DX,MAS,13.4,13.4
撩乱乙女†無双劇,DX,MAS,13.4,13.4
キリキリ舞Mine,DX,MAS,13.4,-
Technicians High,DX,MAS,13.4,-
ここからはじまるプロローグ。,DX,MAS,13.4,13.4
Aetheric Energy,DX,MAS,13.4,-
ユメヒバナ,DX,MAS,13.4,-
falling,DX,MAS,13.4,13.4
NOIZY BOUNCE,DX,MAS,13.4,13.4
ぽわわん劇場,DX,MAS,13.4,13.5
フタタビ,DX,MAS,13.4,13.4
ヴァンパイア,DX,ReMAS,13.4,13.4
39,STD,ReMAS,13.4,13.4
ブリキノダンス,STD,ReMAS,13.4,-
隠然,STD,ReMAS,13.4,13.4
Endless World,STD,ReMAS,13.4,-
Night Fly,STD,ReMAS,13.4,-
Blew Moon,STD,ReMAS,13.4,-
SPILL OVER COLORS,STD,ReMAS,13.4,-
the EmpErroR,STD,EXP,13.4,13.4
ウッーウッーウマウマ( ﾟ∀ﾟ),STD,MAS,13.4,13.4
真・ハンサム体操でズンドコホイ,STD,MAS,13.4,-
千本桜,STD,MAS,13.4,13.4
アンハッピーリフレイン,STD,MAS,13.4,-
どういうことなの！？,STD,MAS,13.4,-
ウミユリ海底譚,STD,MAS,13.4,13.4
+♂,STD,MAS,13.4,-
パーフェクト生命,STD,MAS,13.4,13.4
クノイチでも恋がしたい,STD,MAS,13.4,13.4
白ゆき,STD,MAS,13.4,13.4
バッド・ダンス・ホール,STD,MAS,13.4,-
ちがう!!!,STD,MAS,13.4,-
ドクハク,STD,MAS,13.4,13.4
ナンセンス文学,STD,MAS,13.4,13.6
このピアノでお前を8759632145回ぶん殴る,STD,MAS,13.4,-
フィクサー,STD,MAS,13.4,13.4
金の聖夜霜雪に朽ちて,STD,MAS,13.4,13.4
敗北の少年,STD,MAS,13.4,13.4
sweet little sister,STD,MAS,13.4,-
キャプテン・ムラサのケツアンカー,STD,MAS,13.4,-
蒼空に舞え、墨染の桜,STD,MAS,13.4,-
四次元跳躍機関,STD,MAS,13.4,-
No Routine,STD,MAS,13.4,-
Phantasm Brigade,STD,MAS,13.4,-
taboo tears you up,STD,MAS,13.4,-
チルノのパーフェクトさんすう教室 ⑨周年バージョン,STD,MAS,13.4,-
【東方ニコカラ】秘神マターラfeat.魂音泉【IOSYS】,STD,MAS,13.4,-
White Traveling Girl,STD,MAS,13.4,-
天国と地獄,STD,MAS,13.4,-
Urban Crusher [Remix],STD,MAS,13.4,-
YA･DA･YO [Reborn],STD,MAS,13.4,13.4
KONNANじゃないっ！,STD,MAS,13.4,-
Terminal Storm,STD,MAS,13.4,-
Windy Hill -Zone 1,STD,MAS,13.4,-
ファンタジーゾーン OPA-OPA! -GMT remix-,STD,MAS,13.4,-
RIDGE RACER STEPS -GMT remix-,STD,MAS,13.4,-
GOODMEN,STD,MAS,13.4,-
KISS CANDY FLAVOR,STD,MAS,13.4,-
Brain Power,STD,MAS,13.4,13.4
Change Our MIRAI!,STD,MAS,13.4,-
ハート・ビート,STD,MAS,13.4,-
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察,STD,MAS,13.4,-
心象蜃気楼,STD,MAS,13.4,-
猫祭り,STD,MAS,13.4,13.4
Still,STD,MAS,13.4,13.4
SPICY SWINGY STYLE,STD,MAS,13.4,-
ソーラン☆節,STD,MAS,13.4,-
Spin me harder,STD,MAS,13.4,-
Lionheart,STD,MAS,13.4,13.4
Acceleration,STD,MAS,13.4,-
Blew Moon,STD,MAS,13.4,-
Danza zandA,STD,MAS,13.4,-
言ノ葉カルマ,STD,MAS,13.4,-
Dragoon,STD,MAS,13.4,13.4
Imitation:Loud Lounge,STD,MAS,13.4,-
Limit Break,STD,MAS,13.4,13.4
曖昧Mind,STD,MAS,13.4,-
FestivaLight,STD,MAS,13.4,13.4
Believe the Rainbow,STD,MAS,13.4,13.4
Dive into the ZONe,DX,MAS,13.3,13.3
In my world (Prod. KOTONOHOUSE),DX,MAS,13.3,-
デンパラダイム,DX,MAS,13.3,-
ロータスイーター,DX,MAS,13.3,13.3
ジェヘナ,DX,MAS,13.3,13.3
"大輪の魂 (feat. AO, 司芭扶)",DX,MAS,13.3,-
三妖精SAY YA!!!,DX,MAS,13.3,13.3
若い力,DX,MAS,13.3,13.3
PERSONA feat. PANXI,DX,MAS,13.3,13.3
パズルリボン,DX,MAS,13.3,-
Ghost Dance,DX,MAS,13.3,13.3
Y.Y.Y.計画!!!!,DX,MAS,13.3,13.3
Bad Apple!! feat.nomico 〜五十嵐撫子Ver.〜,DX,MAS,13.3,13.3
ナミダと流星,DX,MAS,13.3,13.3
Monochrome Rainbow,DX,MAS,13.3,13.3
ブレインジャックシンドローム,DX,MAS,13.3,-
ワードワードワード,DX,MAS,13.3,-
Round Round Spinning Around,DX,MAS,13.3,13.3
アンバークロニクル,DX,MAS,13.3,13.3
フォニイ,DX,ReMAS,13.3,13.3
神っぽいな,DX,ReMAS,13.3,13.3
STEREOSCAPE,DX,ReMAS,13.3,-
ワールズエンド・ダンスホール,STD,ReMAS,13.3,-
ロミオとシンデレラ,STD,ReMAS,13.3,-
ロキ,STD,ReMAS,13.3,13.3
結ンデ開イテ羅刹ト骸,STD,ReMAS,13.3,-
Bad Apple!! feat nomico,STD,ReMAS,13.3,-
サドマミホリック,STD,ReMAS,13.3,-
クレイジークレイジーダンサーズ,STD,ReMAS,13.3,-
Save This World νMix,STD,ReMAS,13.3,-
Backyun! -悪い女-,STD,ReMAS,13.3,-
言ノ葉カルマ,STD,ReMAS,13.3,-
玩具狂奏曲 -終焉-,DX,EXP,13.3,13.3
きたさいたま2000,STD,EXP,13.3,13.3
Credits,STD,EXP,13.3,13.3
The wheel to the right,STD,EXP,13.3,13.3
怒槌,STD,EXP,13.3,-
ガラテアの螺旋,STD,EXP,13.3,13.3
天火明命,STD,EXP,13.3,13.3
セハガガガンバッちゃう！！,STD,MAS,13.3,-
回レ！雪月花,STD,MAS,13.3,-
日本の米は世界一,STD,MAS,13.3,13.3
ジンギスカン,STD,MAS,13.3,-
天ノ弱,STD,MAS,13.3,-
セツナトリップ,STD,MAS,13.3,-
放課後ストライド,STD,MAS,13.3,-
ぽっぴっぽー,STD,MAS,13.3,13.3
おこちゃま戦争,STD,MAS,13.3,-
クローバー♣クラブ,STD,MAS,13.3,13.3
ストリーミングハート,STD,MAS,13.3,13.3
やめろ！聴くな！,STD,MAS,13.3,-
チュルリラ・チュルリラ・ダッダッダ！,STD,MAS,13.3,-
生きてるおばけは生きている,STD,MAS,13.3,-
ARROW,STD,MAS,13.3,13.3
ダンスロボットダンス,STD,MAS,13.3,13.3
アウターサイエンス,STD,MAS,13.3,-
砂の惑星 feat.HATSUNE MIKU,STD,MAS,13.3,-
アンノウン・マザーグース,STD,MAS,13.3,-
Seyana.～何でも言うことを聞いてくれるアカネチャン～,STD,MAS,13.3,-
魔理沙は大変なものを盗んでいきました,STD,MAS,13.3,13.3
Grip & Break down !!,STD,MAS,13.3,-
ナイト・オブ・ナイツ,STD,MAS,13.3,13.3
緋色のDance,STD,MAS,13.3,-
"Endless, Sleepless Night",STD,MAS,13.3,-
橙の幻想郷音頭,STD,MAS,13.3,-
東方妖々夢 ～the maximum moving about～,STD,MAS,13.3,-
Jimang Shot,STD,MAS,13.3,-
ひれ伏せ愚民どもっ！,STD,MAS,13.3,-
幽闇に目醒めしは,STD,MAS,13.3,-
Club Ibuki in Break All,STD,MAS,13.3,-
妖精村の月誕祭 ～Lunate Elf,STD,MAS,13.3,-
不思議の国のクリスマス,STD,MAS,13.3,13.3
Mysterious Destiny,STD,MAS,13.3,-
円舞曲、君に,STD,MAS,13.3,-
Live & Learn,STD,MAS,13.3,-
Save This World νMix,STD,MAS,13.3,-
レッツゴー！陰陽師,STD,MAS,13.3,-
鼓動,STD,MAS,13.3,-
Garden Of The Dragon,STD,MAS,13.3,-
オモイヨシノ,STD,MAS,13.3,-
L4TS:2018 (feat. あひる ＆ KTA),STD,MAS,13.3,-
幾四音-Ixion-,STD,MAS,13.3,-
brilliant better,STD,MAS,13.3,-
My Dearest Song,STD,MAS,13.3,-
あねぺったん,STD,MAS,13.3,13.3
炭★坑★節,STD,MAS,13.3,13.3
Sprintrances,STD,MAS,13.3,-
Black Out,STD,MAS,13.3,-
air's gravity,STD,MAS,13.3,-
CYCLES,STD,MAS,13.3,-
ユビキリ,STD,MAS,13.3,-
天国と地獄 -言ノ葉リンネ-,STD,MAS,13.3,-
Magical Flavor,STD,MAS,13.3,-
SPILL OVER COLORS,STD,MAS,13.3,-
VOLTAGE,DX,MAS,13.2,-
あの世行きのバスに乗ってさらば。,DX,MAS,13.2,13.2
Photon Melodies,DX,MAS,13.2,-
阿修羅ちゃん,DX,MAS,13.2,13.2
バイオレンストリガー,DX,MAS,13.2,-
アンクローズ・ヒューマン,DX,MAS,13.2,-
僕は空気が嫁ない,DX,MAS,13.2,-
ラグトレイン,DX,MAS,13.2,-
リモコン,DX,MAS,13.2,-
マーシャル・マキシマイザー,DX,MAS,13.2,13.2
へべれけジャンキー,DX,MAS,13.2,-
私のドッペルゲンガー,DX,MAS,13.2,-
テオ,DX,MAS,13.2,-
ずんだもんの朝食　～目覚ましずんラップ～,DX,MAS,13.2,13.2
ナイト・オブ・ナイツ (Cranky Remix),DX,MAS,13.2,13.2
紅星ミゼラブル～廃憶編,DX,MAS,13.2,13.2
キラメキ居残り大戦争,DX,MAS,13.2,13.2
ALiVE,DX,MAS,13.2,-
Southern Cross,DX,MAS,13.2,-
アイム・マイヒーロー,DX,MAS,13.2,-
Lights of Muse,DX,MAS,13.2,-
DROPS feat. Such,DX,MAS,13.2,-
I’m Here (feat. Merry Kirk-Holmes),DX,MAS,13.2,-
ポケットからぬりつぶせ！,DX,MAS,13.2,13.2
トリドリ⇒モリモリ！Lovely fruits☆,DX,MAS,13.2,13.2
単一指向性オーバーブルーム,DX,MAS,13.2,13.2
Catch Me If You Can,DX,MAS,13.2,-
P-qoq,DX,MAS,13.2,-
Flashkick,DX,MAS,13.2,-
デーモンベット,DX,MAS,13.2,-
サンバディ！,DX,MAS,13.2,13.2
シックスプラン,DX,MAS,13.2,-
うっせぇわ,DX,ReMAS,13.2,-
踊,DX,ReMAS,13.2,-
マトリョシカ,STD,ReMAS,13.2,13.3
Tell Your World,STD,ReMAS,13.2,-
妄想感傷代償連盟,STD,ReMAS,13.2,13.2
はやくそれになりたい！,STD,ReMAS,13.2,13.2
ヒバナ,STD,ReMAS,13.2,13.2
エピクロスの虹はもう見えない,STD,ReMAS,13.2,-
ってゐ！ ～えいえんてゐVer～,STD,ReMAS,13.2,-
Rooftop Run: Act1,STD,ReMAS,13.2,-
Strive against fate,DX,EXP,13.2,13.2
康莊大道,DX,EXP,13.2,-
ViRTUS,DX,EXP,13.2,-
DO RORO DERODERO ON DO RORO,STD,EXP,13.2,-
人里に下ったアタイがいつの間にか社畜になっていた件,STD,EXP,13.2,13.2
Kattobi KEIKYU Rider,STD,EXP,13.2,-
Glorious Crown,STD,EXP,13.2,-
Lividi,STD,EXP,13.2,13.2
Hyper Active,STD,EXP,13.2,-
HIMITSUスパーク,STD,MAS,13.2,-
ラブって♡ジュエリー♪えんじぇる☆ブレイク！！,STD,MAS,13.2,13.2
ガチャガチャきゅ～と・ふぃぎゅ＠メイト,STD,MAS,13.2,13.2
ローリンガール,STD,MAS,13.2,-
カゲロウデイズ,STD,MAS,13.2,13.2
炉心融解,STD,MAS,13.2,-
ダブルラリアット,STD,MAS,13.2,13.2
深海少女,STD,MAS,13.2,13.2
二息歩行,STD,MAS,13.2,13.3
ゴーストルール,STD,MAS,13.2,-
共感覚おばけ,STD,MAS,13.2,-
ミラクルペイント,STD,MAS,13.2,-
片想いサンバ,STD,MAS,13.2,-
フキゲンワルツ,STD,MAS,13.2,-
全人類ノ非想天則,STD,MAS,13.2,13.2
待チ人ハ来ズ。,STD,MAS,13.2,13.2
東方スイーツ！～鬼畜姉妹と受難メイド～,STD,MAS,13.2,-
YU-MU,STD,MAS,13.2,-
月に叢雲華に風,STD,MAS,13.2,-
Money Money,STD,MAS,13.2,-
超絶！Superlative,STD,MAS,13.2,-
采配の刻 Power of order,STD,MAS,13.2,-
awake,STD,MAS,13.2,-
キズナの物語,STD,MAS,13.2,-
サンバランド,STD,MAS,13.2,-
ドキドキDREAM!!!,STD,MAS,13.2,13.2
Bang Babang Bang!!!,STD,MAS,13.2,-
Night Fly,STD,MAS,13.2,-
Feel My Fire,STD,MAS,13.2,-
泣き虫O'clock,STD,MAS,13.2,13.2
Heartbeats,STD,MAS,13.2,-
End of Twilight,STD,MAS,13.2,13.2
maiム・maiム feat.週刊少年マガジン,STD,MAS,13.2,-
LUCIA,STD,MAS,13.2,-
MIRROR of MAGIC,STD,MAS,13.2,13.2
planet dancer,STD,MAS,13.2,-
connecting with you,STD,MAS,13.2,13.2
モザイクロール,DX,MAS,13.1,13.1
デリヘル呼んだら君が来た,DX,MAS,13.1,-
劣等上等,DX,MAS,13.1,-
ディカディズム,DX,MAS,13.1,-
失敗作少女,DX,MAS,13.1,-
アニマル,DX,MAS,13.1,-
ボッカデラベリタ,DX,MAS,13.1,-
幻想に咲いた花,DX,MAS,13.1,-
MOBILYS,DX,MAS,13.1,-
Starlight Disco,DX,MAS,13.1,-
Paradisoda,DX,MAS,13.1,13.1
トリアージ,DX,MAS,13.1,-
檄！帝国華撃団(改),STD,ReMAS,13.1,-
スピカの天秤,DX,EXP,13.1,-
夜明けまであと３秒,STD,EXP,13.1,-
TiamaT:F minor,STD,EXP,13.1,-
Turn Around,STD,EXP,13.1,-
Garakuta Doll Play,STD,EXP,13.1,-
Moon of Noon,STD,EXP,13.1,13.1
キレキャリオン,STD,MAS,13.1,-
右肩の蝶,STD,MAS,13.1,-
Invitation,STD,MAS,13.1,-
TRUST,STD,MAS,13.1,-
深海少女,DX,MAS,13,-
すーぱーぬこになれんかった,DX,MAS,13,-
アルティメットセンパイ,DX,MAS,13,-
悪魔の踊り方,DX,MAS,13,13
ノイローゼ,DX,MAS,13,-
アカツキアライヴァル,DX,MAS,13,-
エンヴィーベイビー,DX,MAS,13,-
EYE,DX,MAS,13,13
ワーワーワールド,DX,MAS,13,-
感情ディシーブ,DX,MAS,13,-
ド屑,DX,MAS,13,-
ノンブレス・オブリージュ,DX,MAS,13,13
RAD DOGS,DX,MAS,13,-
さよならプリンセス,DX,MAS,13,-
Paranoia,DX,MAS,13,-
Dive into The Sky ～initialized～,DX,MAS,13,-
下克上々,DX,MAS,13,-
ハウリング,DX,MAS,13,-
Sweets Time,DX,MAS,13,13
BANG!,DX,MAS,13,13.1
Shooting Shower～DANCE TIME(シンディ)～,DX,MAS,13,-
The 90's Decision,DX,MAS,13,-
アルカンシエル,DX,MAS,13,13
レーイレーイ,DX,MAS,13,-
みなえをチェック！,DX,MAS,13,13
ぱくぱく☆がーる,DX,MAS,13,13.1
コスモポップファンクラブ,DX,MAS,13,13
Stardust Memories,DX,MAS,13,-
共鳴,DX,MAS,13,-
ぼくたちいつでもしゅわっしゅわ！,DX,MAS,13,-
Boys O'Clock,DX,MAS,13,-
オリフィス,DX,MAS,13,-
届かない花束,DX,MAS,13,-
時計の国のジェミニ,DX,MAS,13,-
アンビバレンス,DX,MAS,13,-
ｉｓｏｐｈｏｔｅ,DX,MAS,13,-
RIFFRAIN,DX,MAS,13,-
くらべられっ子,DX,ReMAS,13,13
ヴィラン,DX,ReMAS,13,-
星めぐり、果ての君へ。,DX,ReMAS,13,-
お気に召すまま,STD,ReMAS,13,-
Love’s Theme of BADASS ～バッド・アス 愛のテーマ～,DX,EXP,13,-
Apollo,DX,EXP,13,13
otorii INNOVATED -[i]3-,DX,EXP,13,-
LAMIA,DX,EXP,13,-
STEEL TRANSONIC,DX,EXP,13,-
Valsqotch,DX,EXP,13,-
VIIIbit Explorer,DX,EXP,13,-
躯樹の墓守,DX,EXP,13,-
World's end loneliness,DX,EXP,13,13
YA･DA･YO [Reborn],STD,EXP,13,-
Ignis Danse,STD,EXP,13,-
麒麟,STD,EXP,13,-
ENERGY SYNERGY MATRIX,STD,EXP,13,13
Black Out,STD,EXP,13,-
Contrapasso -paradiso-,STD,EXP,13,-
Our Wrenally,STD,EXP,13,-
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,STD,EXP,13,13
Excalibur ～Revived resolution～,STD,EXP,13,-
QZKago Requiem,STD,EXP,13,13
fake!fake!,STD,MAS,13,-
ネ！コ！,STD,MAS,13,-
ヘルシーエンド,STD,MAS,13,-
しねばいいのに,STD,MAS,13,13
響縁,STD,MAS,13,-
Fist Bump,STD,MAS,13,-
Barbed Eye,STD,MAS,13,13
ぴぴぱぷぅ！,STD,MAS,13,-
Monochrome Rainbow,STD,MAS,13,-
JUMPIN' JUMPIN',STD,MAS,13,-
初音天地開闢神話,DX,MAS,13.9,13.9
taboo tears you up,DX,MAS,13.9,13.9
Yakumo >>JOINT STRUGGLE (2019 Update),DX,MAS,13.9,13.9
マツヨイナイトバグ,DX,MAS,13.9,13.9
Armageddon,DX,MAS,13.9,-
NULCTRL,DX,MAS,13.9,13.9
CHAOS,DX,MAS,13.9,13.9
Ether Strike,DX,MAS,13.9,13.9
Arty Party,DX,MAS,13.9,13.9
もぺもぺ,DX,MAS,13.9,13.9
Sound Chimera,DX,MAS,13.9,13.9
Strange Bar,DX,MAS,13.9,13.9
MEGATON KICK,DX,MAS,13.9,13.9
スーパーシンメトリー,DX,MAS,13.9,13.9
Dreadnought,DX,MAS,13.9,13.9
Caterpillar Song,DX,MAS,13.9,13.9
Estahv,DX,MAS,13.9,13.9
First Dance,DX,MAS,13.9,13.9
Reach For The Stars (Re-Colors),DX,MAS,13.9,13.9
れっつ！みらくる☆はーどこあっ！,DX,MAS,13.9,13.9
NightTheater,DX,MAS,13.9,13.9
ozma,DX,MAS,13.9,13.9
玩具狂奏曲 -終焉-,DX,MAS,13.9,13.9
立川浄穢捕物帳,DX,MAS,13.9,13.9
LiftOff,DX,MAS,13.9,13.9
ハードコア・シンドローム,DX,MAS,13.9,13.9
folern,DX,MAS,13.9,13.9
Selector,DX,MAS,13.9,13.9
モ°ルモ°ル,DX,MAS,13.9,13.9
GRÄNDIR,DX,MAS,13.9,13.9
パラボラ,DX,MAS,13.9,13.9
Last Samurai,DX,MAS,13.9,13.9
蒼穹舞楽,DX,MAS,13.9,13.9
華の集落、秋のお届け,DX,MAS,13.9,13.9
パラマウント☆ショータイム！！,DX,MAS,13.9,14
HAGAKIRI,DX,MAS,13.9,13.9
